uniqueid,drugname,condition,review,rating,date,usefulcount,cleaned_review,sentiment_class,sentiment_rate,scaled_rating,scaled_sentiment,avg_rating,avg_sentiment,final_rate,positive_count,prescription_count,acceptance_rate,drug_name and review
216297,Ogestrel-28,Birth Control,I switched from another pill to this one because of side effects of the other pill This pill regulated my moods and increased my chest size and sex drive However I gained lbs in less than  months and was unable to lose it despite diet and exercise It also gave me dangerously high blood pressure which went back down when I switched off of it So if you are worried about weight gain and blood pressure this isnt the pill for you Periods were also heavier than on the previous pill I was on,1,10/5/2011,2,I switched another pill one side effect pill This pill regulated mood increased chest size sex drive However I gained lb le month unable lose despite diet exercise It also gave dangerously high blood pressure went back I switched So worried weight gain blood pressure isnt pill Periods also heavier previous pill I,negative,-0.136269841,1,4,1,4,2.5,0,1,0,Ogestrel-28-I switched from another pill to this one because of side effects of the other pill This pill regulated my moods and increased my chest size and sex drive However I gained lbs in less than  months and was unable to lose it despite diet and exercise It also gave me dangerously high blood pressure which went back down when I switched off of it So if you are worried about weight gain and blood pressure this isnt the pill for you Periods were also heavier than on the previous pill I was on
216364,Sildenafil,Erectile Dysfunction,Itd be nice if we didnt all have to explain to our small children what Viagra is every  minutes when watching tv DIY channel sports channel home improvements channel Ffs cant you limit it until AFTER pm,1,9/28/2016,26,Itd nice didnt explain small child Viagra every minute watching tv DIY channel sport channel home improvement channel Ffs cant limit AFTER pm,positive,0.175,1,6,1,6,3.5,1,1,1,Sildenafil-Itd be nice if we didnt all have to explain to our small children what Viagra is every  minutes when watching tv DIY channel sports channel home improvements channel Ffs cant you limit it until AFTER pm
216578,Sucralfate,Duodenal Ulce,Very effective for duodenal ulcer flare up My only criticism is that they dissolve in your mouth before you can swallow any water to wash then down and I have almost choked on them which is very scary The company needs to provide a thicker coating even if it delays the quick effectiveness I just coated one with butter and it went down more smoothly with lots of ice water but I still felt it hang up in my esophagus which almost made me gag I think this could be dangerous The other night it really scared me as it got stuck on the way down and I coughed and gagged and drank water but it was stubborn,9,9/6/2016,23,Very effective duodenal ulcer flare My criticism dissolve mouth swallow water wash I almost choked scary The company need provide thicker coating even delay quick effectiveness I coated one butter went smoothly lot ice water I still felt hang esophagus almost made gag I think could dangerous The night really scared got stuck way I coughed gagged drank water stubborn,negative,0.030972222,5,5,9,5,7,0,1,0,Sucralfate-Very effective for duodenal ulcer flare up My only criticism is that they dissolve in your mouth before you can swallow any water to wash then down and I have almost choked on them which is very scary The company needs to provide a thicker coating even if it delays the quick effectiveness I just coated one with butter and it went down more smoothly with lots of ice water but I still felt it hang up in my esophagus which almost made me gag I think this could be dangerous The other night it really scared me as it got stuck on the way down and I coughed and gagged and drank water but it was stubborn
216650,Advair Diskus,"COPD, Maintenance",The very next day after starting Advair my life improved dramatically  I am not kiddingthis stuff really works  I now do  min of yoga and a full mile of accelarated aerobic walking  min  days a week After that I immediately grab my oximeterit is almost always at  or   My dr says am in severe stage and functioning and a level   I dont even use my nebulizer and Aluteral  anymore  I am  yrs old and am being fully honest,9,12/15/2016,9,The next day starting Advair life improved dramatically I kiddingthis stuff really work I min yoga full mile accelarated aerobic walking min day week After I immediately grab oximeterit almost always My dr say severe stage functioning level I dont even use nebulizer Aluteral anymore I yr old fully honest,positive,0.208333333,5,6,9,6,7.5,1,1,1,Advair Diskus-The very next day after starting Advair my life improved dramatically  I am not kiddingthis stuff really works  I now do  min of yoga and a full mile of accelarated aerobic walking  min  days a week After that I immediately grab my oximeterit is almost always at  or   My dr says am in severe stage and functioning and a level   I dont even use my nebulizer and Aluteral  anymore  I am  yrs old and am being fully honest
216703,Spinosad,Head Lice,I have had head lice for  months my teen age daughter passed it to me I have thick curly hair Im desperate I have used permethrins and other over the counter medications It seems it tames the lice it stops itching me for  or  days and I go back again with itching I am not infested It is just one two or three that keeps on surviving Some body checks my hair about every week and she cant find eggs but I see the red bumps in my scalp I am going to get this natroba and I am praying it will work I cant sleep because my scalp itches,1,10/10/2015,5,I head louse month teen age daughter passed I thick curly hair Im desperate I used permethrins counter medication It seems tames louse stop itching day I go back itching I infested It one two three keep surviving Some body check hair every week cant find egg I see red bump scalp I going get natroba I praying work I cant sleep scalp itch,positive,-0.170833333,1,4,1,4,2.5,1,1,1,Spinosad-I have had head lice for  months my teen age daughter passed it to me I have thick curly hair Im desperate I have used permethrins and other over the counter medications It seems it tames the lice it stops itching me for  or  days and I go back again with itching I am not infested It is just one two or three that keeps on surviving Some body checks my hair about every week and she cant find eggs but I see the red bumps in my scalp I am going to get this natroba and I am praying it will work I cant sleep because my scalp itches
216769,Rosuvastatin,High Cholesterol,"I am a Type  diabetic and have had high cholesterol since being diagnosed  years ago  I am on a restricted diet and I do not eat eggs or meat yet my cholesterol was high genetic

I hesitated to take any statins because I got a rash from Lipitor but finally agreed to take Crestor because last summer my stress test showed abnormalities which were later disproven  

However I started on only mg I started walking about   minutes a day a few times a week and now  months later my total cholesterol was BELOW normal and all other levels were within a good range and my endocrinologist was very pleased and said no reason to go up to  mg

I do sometimes get some joint pain in my wrist and ankles and sometimes some muscle",8,3/27/2014,90,I Type diabetic high cholesterol since diagnosed year ago I restricted diet I eat egg meat yet cholesterol high genetic I hesitated take statin I got rash Lipitor finally agreed take Crestor last summer stress test showed abnormality later disproven However I started mg I started walking minute day time week month later total cholesterol BELOW normal level within good range endocrinologist pleased said reason go mg I sometimes get joint pain wrist ankle sometimes muscle,negative,0.115,4,6,6.5,6,6.25,1,2,0.5,"Rosuvastatin-I am a Type  diabetic and have had high cholesterol since being diagnosed  years ago  I am on a restricted diet and I do not eat eggs or meat yet my cholesterol was high genetic

I hesitated to take any statins because I got a rash from Lipitor but finally agreed to take Crestor because last summer my stress test showed abnormalities which were later disproven  

However I started on only mg I started walking about   minutes a day a few times a week and now  months later my total cholesterol was BELOW normal and all other levels were within a good range and my endocrinologist was very pleased and said no reason to go up to  mg

I do sometimes get some joint pain in my wrist and ankles and sometimes some muscle"
216912,Lifitegrast,Dry Eye Disease,I only used this medication twice I understand that you usually need to use medication for an extended amount of time to get the full results of it but I am not able to function with the effects of just two days I can handle the bad taste Yes it is bad but that can be dealt with However after using it I immediately began to feel dizzy and lightheaded There was a pressure in my head and I felt nauseous Every time I turned my head I would feel very disoriented and lightheaded again I am physically tough and can handle pain and discomfort but there is no way I can function and work with these conditions The more reviews I read the more I realize there seems to be way to many dangers than advantages to this medication,1,3/13/2017,23,I used medication twice I understand usually need use medication extended amount time get full result I able function effect two day I handle bad taste Yes bad dealt However using I immediately began feel dizzy lightheaded There pressure head I felt nauseous Every time I turned head I would feel disoriented lightheaded I physically tough handle pain discomfort way I function work condition The review I read I realize seems way many danger advantage medication,negative,-0.021717172,1,5,1,5,3,0,1,0,Lifitegrast-I only used this medication twice I understand that you usually need to use medication for an extended amount of time to get the full results of it but I am not able to function with the effects of just two days I can handle the bad taste Yes it is bad but that can be dealt with However after using it I immediately began to feel dizzy and lightheaded There was a pressure in my head and I felt nauseous Every time I turned my head I would feel very disoriented and lightheaded again I am physically tough and can handle pain and discomfort but there is no way I can function and work with these conditions The more reviews I read the more I realize there seems to be way to many dangers than advantages to this medication
216946,Dextromethorphan / guaifenesin / pseudoephedrine,Cough and Nasal Congestion,Really dried up my congestion but made me very sleepy,8,11/15/2012,0,Really dried congestion made sleepy,neutral,0,4,5,8,5,6.5,0,1,0,Dextromethorphan / guaifenesin / pseudoephedrine-Really dried up my congestion but made me very sleepy
216987,Oxcarbazepine,Bipolar Disorde,Gabapentin was a life saving drug In regards to getting my bipolar under control Before then I had taken just about everything there was out there for bipolar some would work short lived others I would not work at all I was so angry all the time for no apparent reason and Lord forbid someone say something to me that upset me Id bite their head right off and say mean hurting words to those that I love Finally I was stable no roller coaster moods anger or rage The medication also calmed my severe anxiety and I was able to get off of xanax which I had to have or Id be a nervous shaking tremor in wreck all day everyday  I might also add that my severe depression was lifted finally I feel alivewell and stable again,8,12/5/2015,43,Gabapentin life saving drug In regard getting bipolar control Before I taken everything bipolar would work short lived others I would work I angry time apparent reason Lord forbid someone say something upset Id bite head right say mean hurting word I love Finally I stable roller coaster mood anger rage The medication also calmed severe anxiety I able get xanax I Id nervous shaking tremor wreck day everyday I might also add severe depression lifted finally I feel alivewell stable,negative,-0.041071429,4,5,8,5,6.5,0,1,0,Oxcarbazepine-Gabapentin was a life saving drug In regards to getting my bipolar under control Before then I had taken just about everything there was out there for bipolar some would work short lived others I would not work at all I was so angry all the time for no apparent reason and Lord forbid someone say something to me that upset me Id bite their head right off and say mean hurting words to those that I love Finally I was stable no roller coaster moods anger or rage The medication also calmed my severe anxiety and I was able to get off of xanax which I had to have or Id be a nervous shaking tremor in wreck all day everyday  I might also add that my severe depression was lifted finally I feel alivewell and stable again
217168,Cisapride,GERD,This drug is no longer available in the United States,1,3/10/2009,5,This drug longer available United States,positive,0.4,1,7,1,7,4,1,1,1,Cisapride-This drug is no longer available in the United States
217178,Somatropin,Pediatric Growth Hormone Deficiency,My son is  and has severe growth hormone deficiency  He has been taking TevTropin for over  years now  He started out below the rd percentile in height and is now above the th percentile  He has a better appetite and is doing great  We are so thankful for this medicine and have had no side effects to report,10,11/28/2011,15,My son severe growth hormone deficiency He taking TevTropin year He started rd percentile height th percentile He better appetite great We thankful medicine side effect report,positive,0.433333333,5,7,10,7,8.5,1,1,1,Somatropin-My son is  and has severe growth hormone deficiency  He has been taking TevTropin for over  years now  He started out below the rd percentile in height and is now above the th percentile  He has a better appetite and is doing great  We are so thankful for this medicine and have had no side effects to report
217492,Evekeo,ADHD,This drug has been far better at treating my ADD than any other drug I have tried phentermine aderall ritalin and straterra for my inability to focus All other drug under the amphetamine category have caused extreme anxiety and when they wear off horrible depression and negative thoughts Evekeo has caused a minimum of these side effects and has increased my ability to focus When the drug wears off I feel like I go back to my normal state without all of the depression and negative thoughts I dont want to describe it like this but when it wears off it is a very quotsmoothquot come down I also like that it isnt extended release because other medications would last up to  hours disrupting my sleep,9,6/21/2017,13,This drug far better treating ADD drug I tried phentermine aderall ritalin straterra inability focus All drug amphetamine category caused extreme anxiety wear horrible depression negative thought Evekeo caused minimum side effect increased ability focus When drug wear I feel like I go back normal state without depression negative thought I dont want describe like wear quotsmoothquot come I also like isnt extended release medication would last hour disrupting sleep,negative,-0.093253968,5,5,9,5,7,0,1,0,Evekeo-This drug has been far better at treating my ADD than any other drug I have tried phentermine aderall ritalin and straterra for my inability to focus All other drug under the amphetamine category have caused extreme anxiety and when they wear off horrible depression and negative thoughts Evekeo has caused a minimum of these side effects and has increased my ability to focus When the drug wears off I feel like I go back to my normal state without all of the depression and negative thoughts I dont want to describe it like this but when it wears off it is a very quotsmoothquot come down I also like that it isnt extended release because other medications would last up to  hours disrupting my sleep
217603,Clarithromycin,Pneumonia,Was one of the only medicines that worked for my pneumonia It was administered via IV for  weeks x a day but it worked,9,2/26/2011,20,Was one medicine worked pneumonia It administered via IV week x day worked,neutral,0,5,5,9,5,7,0,1,0,Clarithromycin-Was one of the only medicines that worked for my pneumonia It was administered via IV for  weeks x a day but it worked
217695,Chlorpheniramine / hydrocodone / phenylephrine,Cough and Nasal Congestion,I love this stuff  Found it about  yrs ago  It is the only cough medicine that i will take  And it tastes good,10,5/1/2008,1,I love stuff Found yr ago It cough medicine take And taste good,positive,0.4,5,7,10,7,8.5,1,1,1,Chlorpheniramine / hydrocodone / phenylephrine-I love this stuff  Found it about  yrs ago  It is the only cough medicine that i will take  And it tastes good
217916,Strattera,Social Anxiety Disorde,"Ive only been taking this medication for about  weeks and notice a severe drop off in my anxiety levels around people
The only downfall to this medication is the increased level of depression Im  and so far this combined with Klonopin seem to be the best combination Ive had",8,11/8/2008,15,Ive taking medication week notice severe drop anxiety level around people The downfall medication increased level depression Im far combined Klonopin seem best combination Ive,negative,0.275,4,6,8,6,7,0,1,0,"Strattera-Ive only been taking this medication for about  weeks and notice a severe drop off in my anxiety levels around people
The only downfall to this medication is the increased level of depression Im  and so far this combined with Klonopin seem to be the best combination Ive had"
218004,Kerafoam,Dry Skin,Kerafoam worked very well for me I had very dry skin on the heels of my feet and within a matter of  uses I could see a remarkable improvement No side effects,10,6/25/2009,21,Kerafoam worked well I dry skin heel foot within matter us I could see remarkable improvement No side effect,positive,0.287777778,5,6,10,6,8,1,1,1,Kerafoam-Kerafoam worked very well for me I had very dry skin on the heels of my feet and within a matter of  uses I could see a remarkable improvement No side effects
218020,Teriparatide,Osteoporosis,Not as scary to give youself an injection as everyone seems to think needles are very tiny takes a quick minute so No having to sit upright for  hour or other limitations Had no side effects  have used it for  months,8,10/30/2008,253,Not scary give youself injection everyone seems think needle tiny take quick minute No sit upright hour limitation Had side effect used month,negative,-0.072916667,4,5,8,5,6.5,1,2,0.5,Teriparatide-Not as scary to give youself an injection as everyone seems to think needles are very tiny takes a quick minute so No having to sit upright for  hour or other limitations Had no side effects  have used it for  months
218031,Azilsartan medoxomil / chlorthalidone,High Blood Pressure,I have had some of the same side effectsbut the one is well worth the otherI no longer experience the dread of having a heart attackat a young age I have been on blood pressure meds Since I was Im now  yo Been on several different meds for my blood pressureThus stuff works,10,8/14/2015,7,I side effectsbut one well worth otherI longer experience dread heart attackat young age I blood pressure med Since I Im yo Been several different med blood pressureThus stuff work,negative,0.08,5,5,10,5,7.5,0,1,0,Azilsartan medoxomil / chlorthalidone-I have had some of the same side effectsbut the one is well worth the otherI no longer experience the dread of having a heart attackat a young age I have been on blood pressure meds Since I was Im now  yo Been on several different meds for my blood pressureThus stuff works
218169,Amoxicillin / clavulanate,Skin or Soft Tissue Infection,Dont know whats worsethe cellulitis infection or side effects of augmentin Headache gassiness bloating stomach upset from day one Horrible vomiting on day  Thank goodness I only have  day Rx Calling Dr tomorrow and will beg not to take last  days or switch to something else,5,9/24/2016,8,Dont know whats worsethe cellulitis infection side effect augmentin Headache gassiness bloating stomach upset day one Horrible vomiting day Thank goodness I day Rx Calling Dr tomorrow beg take last day switch something else,negative,-0.333333333,3,4,6.5,4,5.25,1,2,0.5,Amoxicillin / clavulanate-Dont know whats worsethe cellulitis infection or side effects of augmentin Headache gassiness bloating stomach upset from day one Horrible vomiting on day  Thank goodness I only have  day Rx Calling Dr tomorrow and will beg not to take last  days or switch to something else
218646,Colesevelam,"Diarrhea, Chronic",Thank God I came across this website and many thanks to all the others who went though what I did  For  years following my gallbladder removal I have IBSD  I tried to modify my diet limit portions herbal medications remove certain foods from my diet exercise more ox bile digestive enzymes etc You name it I tried it  The final straw was living on Imodium  While Imodium helped I realized it was not going to be a long term solution so I began searching for another answer and thankfully came across this website  High cholesterol was not a problem according to my recent blood work so I would have never thought Welchol would be a solution  Wow was I wrong  As soon as I took a print down of this paperwork to my PCP they said,9,6/22/2016,8,Thank God I came across website many thanks others went though I For year following gallbladder removal I IBSD I tried modify diet limit portion herbal medication remove certain food diet exercise ox bile digestive enzyme etc You name I tried The final straw living Imodium While Imodium helped I realized going long term solution I began searching another answer thankfully came across website High cholesterol problem according recent blood work I would never thought Welchol would solution Wow I wrong As soon I took print paperwork PCP said,positive,0.080727513,5,5,5,5,5,2,2,1,Colesevelam-Thank God I came across this website and many thanks to all the others who went though what I did  For  years following my gallbladder removal I have IBSD  I tried to modify my diet limit portions herbal medications remove certain foods from my diet exercise more ox bile digestive enzymes etc You name it I tried it  The final straw was living on Imodium  While Imodium helped I realized it was not going to be a long term solution so I began searching for another answer and thankfully came across this website  High cholesterol was not a problem according to my recent blood work so I would have never thought Welchol would be a solution  Wow was I wrong  As soon as I took a print down of this paperwork to my PCP they said
218759,Opana ER,Pain,I just began this drug yesterday and considering that I have been under pain management for well over  years with oxycodone and oxycontin I am having a VERY difficult time with the side effects of this medication I will be reporting this to my Dr IMMEDIATELY today when his office opens I have been unable to sleep the entire night and have ONLY had  pills  hrs apart I am going to ER as I cannot continue feeling this way,1,8/25/2015,25,I began drug yesterday considering I pain management well year oxycodone oxycontin I VERY difficult time side effect medication I reporting Dr IMMEDIATELY today office open I unable sleep entire night ONLY pill hr apart I going ER I continue feeling way,negative,-0.2875,1,4,1,4,2.5,0,1,0,Opana ER-I just began this drug yesterday and considering that I have been under pain management for well over  years with oxycodone and oxycontin I am having a VERY difficult time with the side effects of this medication I will be reporting this to my Dr IMMEDIATELY today when his office opens I have been unable to sleep the entire night and have ONLY had  pills  hrs apart I am going to ER as I cannot continue feeling this way
218777,Quasense,Birth Control,Ive been on Quasense for about a year and a half and I love it I had breakthrough bleeding during my first pack the first  months but have not had bleeding since My body just needed to get used to the change in hormones and not having my period every month I did gain a little weight but that could be unrelated Big Fan,8,9/25/2016,4,Ive Quasense year half I love I breakthrough bleeding first pack first month bleeding since My body needed get used change hormone period every month I gain little weight could unrelated Big Fan,positive,0.107638889,4,5,6.5,5,5.75,2,2,1,Quasense-Ive been on Quasense for about a year and a half and I love it I had breakthrough bleeding during my first pack the first  months but have not had bleeding since My body just needed to get used to the change in hormones and not having my period every month I did gain a little weight but that could be unrelated Big Fan
218886,Depakote,Bipolar Disorde,General tiredness with the medication but no manic episodes I guess the tradeoff is fair,8,1/22/2012,22,General tiredness medication manic episode I guess tradeoff fair,neutral,0.375,4,7,7.5,6,6.75,1,2,0.5,Depakote-General tiredness with the medication but no manic episodes I guess the tradeoff is fair
219032,Subutex,Opiate Dependence,I have had an onoff opiate addiction for  years  The only reason that I maintained the addiction was fear of withdrawl symptoms  I waited  hours after taking an opiate before taking the Subutex The withdrawl symptoms on the Subutex were almost nonexistent  I highly recommend this for anyone who is serious about quiting,10,7/1/2008,99,I onoff opiate addiction year The reason I maintained addiction fear withdrawl symptom I waited hour taking opiate taking Subutex The withdrawl symptom Subutex almost nonexistent I highly recommend anyone serious quiting,negative,-0.057777778,5,5,10,5,7.5,0,1,0,Subutex-I have had an onoff opiate addiction for  years  The only reason that I maintained the addiction was fear of withdrawl symptoms  I waited  hours after taking an opiate before taking the Subutex The withdrawl symptoms on the Subutex were almost nonexistent  I highly recommend this for anyone who is serious about quiting
219035,Dutasteride,Benign Prostatic Hyperplasia,Been on Avodart for  years now have been on Testosterone Replacement for  years have seen a gradual improvement with urinary tract symptoms difficulty urinating low flow trouble starting Continue to have prostitis pelvic pain dribbling Avodart symptoms no libido erectile dysfunction loss of penile sensation low semen flow depression when I first started medication Used to have High Libido but now have No Libido Thank Goodness for understanding SO with a quotHands on Approachquot  years old,6,4/8/2017,21,Been Avodart year Testosterone Replacement year seen gradual improvement urinary tract symptom difficulty urinating low flow trouble starting Continue prostitis pelvic pain dribbling Avodart symptom libido erectile dysfunction loss penile sensation low semen flow depression I first started medication Used High Libido No Libido Thank Goodness understanding SO quotHands Approachquot year old,negative,0.044285714,3,5,6,5,5.5,0,1,0,Dutasteride-Been on Avodart for  years now have been on Testosterone Replacement for  years have seen a gradual improvement with urinary tract symptoms difficulty urinating low flow trouble starting Continue to have prostitis pelvic pain dribbling Avodart symptoms no libido erectile dysfunction loss of penile sensation low semen flow depression when I first started medication Used to have High Libido but now have No Libido Thank Goodness for understanding SO with a quotHands on Approachquot  years old
219138,Vanspar,Anxiety,It has made me irritable socially awkward has not helped my anxiety makes me lightheaded a for a bit after I take it and gives me the general sense that something is quotoffquot,2,4/9/2015,21,It made irritable socially awkward helped anxiety make lightheaded bit I take give general sense something quotoffquot,negative,-0.275,1,4,2,4,3,0,1,0,Vanspar-It has made me irritable socially awkward has not helped my anxiety makes me lightheaded a for a bit after I take it and gives me the general sense that something is quotoffquot
219163,Dupixent,Atopic Dermatitis,Im  years old and I have had eczema since I was a baby Ive been on many medications and when I heard about dupexant I had really high hopes for it I have been on this medicine for  months now and my dermatitis has gotten worse My face and neck are constantly burning and my eyes are swollen and red I havent had a good experience with this medication but it was worth a try,2,7/17/2017,16,Im year old I eczema since I baby Ive many medication I heard dupexant I really high hope I medicine month dermatitis gotten worse My face neck constantly burning eye swollen red I havent good experience medication worth try,positive,0.17,1,6,2,6,4,1,1,1,Dupixent-Im  years old and I have had eczema since I was a baby Ive been on many medications and when I heard about dupexant I had really high hopes for it I have been on this medicine for  months now and my dermatitis has gotten worse My face and neck are constantly burning and my eyes are swollen and red I havent had a good experience with this medication but it was worth a try
219173,Zovia 1 / 35,Birth Control,I have been on this pill for almost a year now I take it continuously as to not have periods due to my endometriosis It was a wonderful pill with virtually no side effects until four months ago I have breakthrough bleeding that lasted for  days The next month I had breakthrough bleeding that lasted  days The next month I had horrible pain but no bleeding And finally this month month  I have had excruciating pain and have been bleeding for  days so far The pain is terrible and almost as bad as when Im not on birth control Im going to my doctor to get switched I would recommend this to anyone who was going on birth control for a short time but not any longer than  months,8,12/2/2009,3,I pill almost year I take continuously period due endometriosis It wonderful pill virtually side effect four month ago I breakthrough bleeding lasted day The next month I breakthrough bleeding lasted day The next month I horrible pain bleeding And finally month month I excruciating pain bleeding day far The pain terrible almost bad Im birth control Im going doctor get switched I would recommend anyone going birth control short time longer month,negative,-0.1725,4,4,8,4,6,0,1,0,Zovia 1 / 35-I have been on this pill for almost a year now I take it continuously as to not have periods due to my endometriosis It was a wonderful pill with virtually no side effects until four months ago I have breakthrough bleeding that lasted for  days The next month I had breakthrough bleeding that lasted  days The next month I had horrible pain but no bleeding And finally this month month  I have had excruciating pain and have been bleeding for  days so far The pain is terrible and almost as bad as when Im not on birth control Im going to my doctor to get switched I would recommend this to anyone who was going on birth control for a short time but not any longer than  months
219174,Acitretin,Psoriasis,Had an erythrodermic flare from usual  plaque coverage which is gone  weeks ago Red amp flaking from top of my head to tops of my feet nd such flare in  yrs My derm Dr prescribed  mg soriatane daily GP prescribed lipitor  mgs for cholesterolliver Now almost clear on face legs amp torso tho lips are still peeling apply Aquaphor several timesday some flaking on arms redness subsiding esp on face Feet amp hands exhibited worst swelling amp still somewhat red Fingertips peeling  use mineral oil at night w cloth gloves Soaking bath least  hr in oatmeal every other day w Aquaphor after lite towel dry to reduce flaking  oz water x amp bottle of Gatorade daily  mgs of D at night Use cough lozenges for dry throat,8,11/25/2017,0,Had erythrodermic flare usual plaque coverage gone week ago Red amp flaking top head top foot nd flare yr My derm Dr prescribed mg soriatane daily GP prescribed lipitor mg cholesterolliver Now almost clear face leg amp torso tho lip still peeling apply Aquaphor several timesday flaking arm redness subsiding esp face Feet amp hand exhibited worst swelling amp still somewhat red Fingertips peeling use mineral oil night w cloth glove Soaking bath least hr oatmeal every day w Aquaphor lite towel dry reduce flaking oz water x amp bottle Gatorade daily mg D night Use cough lozenge dry throat,positive,-0.086309524,4,5,8,5,6.5,1,1,1,Acitretin-Had an erythrodermic flare from usual  plaque coverage which is gone  weeks ago Red amp flaking from top of my head to tops of my feet nd such flare in  yrs My derm Dr prescribed  mg soriatane daily GP prescribed lipitor  mgs for cholesterolliver Now almost clear on face legs amp torso tho lips are still peeling apply Aquaphor several timesday some flaking on arms redness subsiding esp on face Feet amp hands exhibited worst swelling amp still somewhat red Fingertips peeling  use mineral oil at night w cloth gloves Soaking bath least  hr in oatmeal every other day w Aquaphor after lite towel dry to reduce flaking  oz water x amp bottle of Gatorade daily  mgs of D at night Use cough lozenges for dry throat
219192,Chlorpheniramine / methscopolamine / pseudoephedrine,Sinus Symptoms,Very good when pharmacy can get it Several times months will go by and unable to get,9,2/6/2012,0,Very good pharmacy get Several time month go unable get,positive,0.136666667,5,6,9,6,7.5,1,1,1,Chlorpheniramine / methscopolamine / pseudoephedrine-Very good when pharmacy can get it Several times months will go by and unable to get
219201,Mycophenolic acid,tic (mycophenolic acid),I had a liver and kidney transplant and have been on Myfortic for at least  years after being switched from regular mycophenalate Both medicines have worked well for me for years  The only negative Ive had is periods of severe diarrhea with very little ability to control it Once the dose was lowered this symptom is now tolerable,10,8/25/2009,18,I liver kidney transplant Myfortic least year switched regular mycophenalate Both medicine worked well year The negative Ive period severe diarrhea little ability control Once dose lowered symptom tolerable,negative,-0.16875,5,4,10,4,7,0,1,0,Mycophenolic acid-I had a liver and kidney transplant and have been on Myfortic for at least  years after being switched from regular mycophenalate Both medicines have worked well for me for years  The only negative Ive had is periods of severe diarrhea with very little ability to control it Once the dose was lowered this symptom is now tolerable
219238,Ortho Cyclen,Birth Control,I have been on this pill for almost two years I had very little side effects in the beginning For the last six months or so my acne has worsened and Ive been getting more frequent headaches A little weight gain but the acne has me reconsidering,6,10/17/2013,4,I pill almost two year I little side effect beginning For last six month acne worsened Ive getting frequent headache A little weight gain acne reconsidering,neutral,0.03375,3,5,8,5,6.5,1,2,0.5,Ortho Cyclen-I have been on this pill for almost two years I had very little side effects in the beginning For the last six months or so my acne has worsened and Ive been getting more frequent headaches A little weight gain but the acne has me reconsidering
219262,Serzone,Depression,I started taking this drug for chronic daily headaches in   Turns out they were caused by stress amp serious depression  The Serzone was a miracle drug for me  I saw the world so much more clearly and without the negative lens  My headaches were gone turns out it actually has a patent for preventing migraines  I was on it for  years until I moved to a new city and had trouble finding doctors to write for it  So I was off it the last two years and my doctor had me on awful Depakote instead  I hated it  I found a doctor this week to put me back on Nefazodone Serzone  I look forward to ramping up the dosage and feeling alive again  It was a great drug for me without sexual side effects which is important to many men,10,12/17/2009,59,I started taking drug chronic daily headache Turns caused stress amp serious depression The Serzone miracle drug I saw world much clearly without negative lens My headache gone turn actually patent preventing migraine I year I moved new city trouble finding doctor write So I last two year doctor awful Depakote instead I hated I found doctor week put back Nefazodone Serzone I look forward ramping dosage feeling alive It great drug without sexual side effect important many men,positive,0.017825312,5,5,10,5,7.5,1,1,1,Serzone-I started taking this drug for chronic daily headaches in   Turns out they were caused by stress amp serious depression  The Serzone was a miracle drug for me  I saw the world so much more clearly and without the negative lens  My headaches were gone turns out it actually has a patent for preventing migraines  I was on it for  years until I moved to a new city and had trouble finding doctors to write for it  So I was off it the last two years and my doctor had me on awful Depakote instead  I hated it  I found a doctor this week to put me back on Nefazodone Serzone  I look forward to ramping up the dosage and feeling alive again  It was a great drug for me without sexual side effects which is important to many men
219276,Dasatinib,Chronic Myelogenous Leukemia,dxd late  Started Gleevec sick as a dog got over that but was very hard on my stomach In remission  Bone and joint pain bad Cramps in ribs  started Sprycel No nausea but bone and joint pain  at dr complaining short of breath Tests all normal  in hospital twice from getting severe infection from other immunos for PsA Resting sats high s low s and pleural effusion Second time effusion worse than the month before Not enough to drain but still short of breath low sats at rest Finally decided its the Sprycel so back on Gleevec Been off Sprycel for a month  Am feeling much better but sats still very low  If any of you had low sats how long after stopping Sprycel before you got better,7,8/7/2017,0,dxd late Started Gleevec sick dog got hard stomach In remission Bone joint pain bad Cramps rib started Sprycel No nausea bone joint pain dr complaining short breath Tests normal hospital twice getting severe infection immunos PsA Resting sat high low pleural effusion Second time effusion worse month Not enough drain still short breath low sat rest Finally decided Sprycel back Gleevec Been Sprycel month Am feeling much better sat still low If low sat long stopping Sprycel got better,negative,-0.064688209,4,5,7,5,6,0,1,0,Dasatinib-dxd late  Started Gleevec sick as a dog got over that but was very hard on my stomach In remission  Bone and joint pain bad Cramps in ribs  started Sprycel No nausea but bone and joint pain  at dr complaining short of breath Tests all normal  in hospital twice from getting severe infection from other immunos for PsA Resting sats high s low s and pleural effusion Second time effusion worse than the month before Not enough to drain but still short of breath low sats at rest Finally decided its the Sprycel so back on Gleevec Been off Sprycel for a month  Am feeling much better but sats still very low  If any of you had low sats how long after stopping Sprycel before you got better
